-3.131820000000000003e-03,7.124894999999999357e+01
-3.091179999999999796e-03,4.475365000000000038e+01
-3.131820000000000003e-03,4.475365000000000038e+01
-3.091179999999999796e-03,5.800130000000000763e+01
-3.053080000000000117e-03,7.124894999999999357e+01
-3.053080000000000117e-03,4.475365000000000038e+01
-3.012439999999999909e-03,5.800130000000000763e+01
-3.091179999999999796e-03,7.124894999999999357e+01
-3.131820000000000003e-03,5.800130000000000763e+01
-3.091179999999999796e-03,7.124894999999999357e+01
-3.053080000000000117e-03,9.774425000000000807e+01
-3.131820000000000003e-03,4.475365000000000038e+01
-2.974339999999999797e-03,5.800130000000000763e+01
-3.053080000000000117e-03,4.475365000000000038e+01
-3.131820000000000003e-03,4.475365000000000038e+01
-3.053080000000000117e-03,5.800130000000000763e+01
-3.131820000000000003e-03,3.150510999999999839e+01
-3.172459999999999777e-03,7.124894999999999357e+01
-3.131820000000000003e-03,5.800130000000000763e+01
-3.053080000000000117e-03,4.475365000000000038e+01
-3.091179999999999796e-03,7.124894999999999357e+01
-3.053080000000000117e-03,5.800130000000000763e+01
-3.053080000000000117e-03,4.475365000000000038e+01
-3.053080000000000117e-03,3.150510999999999839e+01
-3.012439999999999909e-03,4.475365000000000038e+01
-3.131820000000000003e-03,5.800130000000000763e+01
-3.131820000000000003e-03,7.124894999999999357e+01
-3.091179999999999796e-03,3.150510999999999839e+01
-3.091179999999999796e-03,3.150510999999999839e+01
-3.091179999999999796e-03,4.475365000000000038e+01
-3.053080000000000117e-03,5.800130000000000763e+01
-3.091179999999999796e-03,4.475365000000000038e+01
-3.091179999999999796e-03,5.800130000000000763e+01
-3.053080000000000117e-03,4.475365000000000038e+01
-3.091179999999999796e-03,3.150510999999999839e+01
-3.091179999999999796e-03,4.475365000000000038e+01
-3.053080000000000117e-03,4.475365000000000038e+01
-3.091179999999999796e-03,7.124894999999999357e+01
-3.053080000000000117e-03,5.800130000000000763e+01
-3.053080000000000117e-03,4.475365000000000038e+01
-3.053080000000000117e-03,4.475365000000000038e+01
-3.053080000000000117e-03,5.800130000000000763e+01
-3.131820000000000003e-03,4.475365000000000038e+01
-3.053080000000000117e-03,5.800130000000000763e+01
-3.091179999999999796e-03,3.150510999999999839e+01
-3.012439999999999909e-03,5.800130000000000763e+01
-3.012439999999999909e-03,7.124894999999999357e+01
-3.053080000000000117e-03,4.475365000000000038e+01
-3.131820000000000003e-03,5.800130000000000763e+01
-3.131820000000000003e-03,7.124894999999999357e+01
-3.091179999999999796e-03,4.475365000000000038e+01
-3.053080000000000117e-03,3.150510999999999839e+01
-3.012439999999999909e-03,4.475365000000000038e+01
-3.053080000000000117e-03,4.475365000000000038e+01
-3.131820000000000003e-03,4.475365000000000038e+01
-3.053080000000000117e-03,4.475365000000000038e+01
-3.053080000000000117e-03,5.800130000000000763e+01
-3.053080000000000117e-03,4.475365000000000038e+01
-3.091179999999999796e-03,5.800130000000000763e+01
-3.131820000000000003e-03,4.475365000000000038e+01
-3.012439999999999909e-03,5.800130000000000763e+01
-3.131820000000000003e-03,4.475365000000000038e+01
-3.131820000000000003e-03,7.124894999999999357e+01
-3.053080000000000117e-03,5.800130000000000763e+01
-3.091179999999999796e-03,8.449660000000000082e+01
-3.091179999999999796e-03,4.475365000000000038e+01
-3.053080000000000117e-03,4.475365000000000038e+01
-3.091179999999999796e-03,4.475365000000000038e+01
-3.053080000000000117e-03,5.800130000000000763e+01
-3.131820000000000003e-03,3.150510999999999839e+01
-3.091179999999999796e-03,4.475365000000000038e+01
-3.172459999999999777e-03,5.800130000000000763e+01
-3.012439999999999909e-03,4.475365000000000038e+01
-3.091179999999999796e-03,5.800130000000000763e+01
-3.012439999999999909e-03,4.475365000000000038e+01
-3.091179999999999796e-03,5.800130000000000763e+01
-3.131820000000000003e-03,7.124894999999999357e+01
-3.091179999999999796e-03,3.150510999999999839e+01
-3.053080000000000117e-03,3.150510999999999839e+01
-3.131820000000000003e-03,5.800130000000000763e+01
-3.091179999999999796e-03,4.475365000000000038e+01
-3.053080000000000117e-03,5.800130000000000763e+01
-2.974339999999999797e-03,4.475365000000000038e+01
-3.053080000000000117e-03,4.475365000000000038e+01
-3.091179999999999796e-03,4.475365000000000038e+01
-3.091179999999999796e-03,4.475365000000000038e+01
-3.091179999999999796e-03,4.475365000000000038e+01
-3.131820000000000003e-03,8.449660000000000082e+01
-3.131820000000000003e-03,4.475365000000000038e+01
-3.091179999999999796e-03,5.800130000000000763e+01
-3.053080000000000117e-03,4.475365000000000038e+01
-3.172459999999999777e-03,4.475365000000000038e+01
-3.131820000000000003e-03,4.475365000000000038e+01
-3.012439999999999909e-03,5.800130000000000763e+01
-3.053080000000000117e-03,5.800130000000000763e+01
-3.091179999999999796e-03,4.475365000000000038e+01
-3.091179999999999796e-03,5.800130000000000763e+01
-3.053080000000000117e-03,4.475365000000000038e+01
-3.131820000000000003e-03,4.475365000000000038e+01
-3.131820000000000003e-03,4.475365000000000038e+01
-3.091179999999999796e-03,3.150510999999999839e+01
-3.131820000000000003e-03,3.150510999999999839e+01
-3.091179999999999796e-03,1.825746000000000180e+01
-3.053080000000000117e-03,3.150510999999999839e+01
-3.053080000000000117e-03,1.825746000000000180e+01
-3.091179999999999796e-03,4.475365000000000038e+01
-3.091179999999999796e-03,1.825746000000000180e+01
-3.053080000000000117e-03,4.475365000000000038e+01
-3.091179999999999796e-03,5.009809999999999874e+00
-3.172459999999999777e-03,1.825746000000000180e+01
-3.131820000000000003e-03,1.825746000000000180e+01
-3.012439999999999909e-03,3.150510999999999839e+01
-3.091179999999999796e-03,1.825746000000000180e+01
-3.012439999999999909e-03,3.150510999999999839e+01
-3.091179999999999796e-03,3.150510999999999839e+01
-3.131820000000000003e-03,4.475365000000000038e+01
-3.091179999999999796e-03,5.009809999999999874e+00
-3.091179999999999796e-03,3.150510999999999839e+01
-3.091179999999999796e-03,5.009809999999999874e+00
-3.053080000000000117e-03,1.825746000000000180e+01
-3.091179999999999796e-03,1.825746000000000180e+01
-3.091179999999999796e-03,5.009809999999999874e+00
-3.012439999999999909e-03,5.009809999999999874e+00
-3.053080000000000117e-03,-8.237394999999999357e+00
-3.091179999999999796e-03,1.825746000000000180e+01
-3.091179999999999796e-03,1.825746000000000180e+01
-3.091179999999999796e-03,1.825746000000000180e+01
